source,target,weight
Electron (Imperial Guard),Thomas Cassidy,12.0
Thomas Cassidy,Tanya Anderssen,12.0
Scintilla,Grannz,12.0
Sikorsky,Katherine Summers,12.0
Electron (Imperial Guard),Lorna Dane,12.0
Scintilla,Fang (Imperial Guard),12.0
Magus (Technarch),Peg Lonestar,12.0
Harold Leland,Candace Southern,12.0
Mortimer Toynbee,Tanya Anderssen,12.0
Candace Southern,Max Eisenhardt,12.0
Namor McKenzie,Max Eisenhardt,12.0
Jonathan Storm,Titan,12.0
Jean Grey,August Hopper,12.0
Lorna Dane,Fang (Imperial Guard),12.0
Townshend Horgan,Shiro Yoshida,12.0
Scintilla,Thomas Cassidy,12.0
Thomas Cassidy,Neutron (Imperial Guard),12.0
Tommy (Morlock),Kodiak Noatak,12.0
Christopher Summers,Steven Rogers,12.0
John Proudstar,Lorna Dane,12.0
Susan Storm,Reed Richards,12.0
Jean Grey,Jimaine Szardos,12.0
Titan,Scintilla,12.0
Phoenix Force,James Hudson,12.0
Cain Marko,Imperial Guard,12.0
Bruce Banner,Warren Worthington III,12.0
Scintilla,Electron (Imperial Guard),12.0
Sybil (Oracle),Scintilla,12.0
Glow Worm,Bulk,12.0
Grannz,Hobgoblin (Imperial Guard),12.0
Kevin Plunder,Grannz,12.0
Victor Creed,Phoenix Force,12.0
Kevin Plunder,Vril-Rokk,12.0
Thomas Cassidy,Mortimer Toynbee,12.0
Jean Grey,Christopher Summers,10.94427190999916
Xi'an Coy Manh,Henry McCoy,10.94427190999916
Sean Cassidy,Katherine Summers,10.94427190999916
Robert Drake,Christopher Summers,10.94427190999916
Robert Drake,Xi'an Coy Manh,10.94427190999916
Douglas Ramsey,Robert Drake,10.94427190999916
Alison Blaire,Harold Leland,10.94427190999916
Amara Aquilla,Henry McCoy,10.94427190999916
Christopher Summers,Jean Grey,10.94427190999916
Ororo Munroe,En Sabah Nur,10.94427190999916
Emma Frost,Jean Grey (Lady Grey),10.94427190999916
Robert Drake,Amara Aquilla,10.94427190999916
Katherine Pryde,Jean Grey (Lady Grey),10.94427190999916
Christopher Summers,Robert Drake,10.94427190999916
Jean Grey (Lady Grey),Katherine Pryde,10.94427190999916
Katherine Summers,Sean Cassidy,10.94427190999916
Xi'an Coy Manh,Robert Drake,10.94427190999916
Jean Grey,Amara Aquilla,10.94427190999916
Wanda Maximoff,Piotr Rasputin,10.94427190999916
Belasco,Rogue (Anna Marie),10.94427190999916
Henry McCoy,Douglas Ramsey,10.94427190999916
Friedrich von Roehm,Alison Blaire,10.94427190999916
Rita Wayword,Carol Danvers,10.94427190999916
En Sabah Nur,Ororo Munroe,10.94427190999916
Piotr Rasputin,Wanda Maximoff,10.94427190999916
Amara Aquilla,Robert Drake,10.94427190999916
Robert Drake,Douglas Ramsey,10.94427190999916
Jean Grey (Lady Grey),Emma Frost,10.94427190999916
Amara Aquilla,Jean Grey,10.94427190999916
Alison Blaire,Friedrich von Roehm,10.94427190999916
Henry McCoy,Amara Aquilla,10.94427190999916
Carol Danvers,Rita Wayword,10.94427190999916
Rogue (Anna Marie),Belasco,10.94427190999916
Douglas Ramsey,Henry McCoy,10.94427190999916
Harold Leland,Alison Blaire,10.94427190999916
Henry McCoy,Xi'an Coy Manh,10.94427190999916
Mark Hallett,United States Air Force,10.0
Danielle Moonstar,Andrea von Strucker,10.0
Alice MacAllister,Reavers,10.0
Nathan Summers (Stryfe) (Earth-4935),Kevin Mortensen,10.0
Deng Xiaoping,Hu Yaobang,10.0
Rogue (Anna Marie),Phil Hovannes,10.0
Roberto Da Costa (Earth-87050),Rahne Sinclair,10.0
Sentinel A1,Peter Corbeau,10.0
Webwing,Starjammers,10.0
Alice MacAllister,Zala Dane,10.0
Christopher Summers,Demon Bear,10.0
Douglas Ramsey,Russian Navy,10.0
Elizabeth Braddock,Bliss (Morlock),10.0
James Hudson,Bonnie Wilford,10.0
United States Air Force,New Mutants (Earth-8591),10.0
Margaret Thatcher,Moira MacTaggert (Earth-TRN748),10.0
Scott Summers,Roger Stern,10.0
Tam Anderson,Hawkshaw,10.0
Yuriko Oyama,Hellfire Club,10.0
Arcade,Colin Lewis,10.0
Piotr Rasputin,Joe Parnall,10.0
United States Army,Amara Aquilla (Earth-8591),10.0
Captain Delaney,X-Men,10.0
Colleen Wing,Pierre Trudeau,10.0
Harold Leland,Ani-Mates,10.0
Raven Darkhölme,Peter Parker (Earth-811),10.0
Friedrich von Roehm,Ani-Mates,10.0
Opal Tanaka,August Hopper,10.0
Lila Cheney,Hepzibah,10.0
Scott Summers,Jorge Perez,10.0
Gaea,Wade Cole,10.0
Stephanie Hunter,Raza Longknife,10.0
Sean Cassidy,Longshot (Masque's Doppelganger),10.0
Vril-Rokk,Manacle (Deathbird),10.0
Starbolt,Barbarus,10.0
Stephen Strange,Warlock (Technarch) (Earth-8591),10.0
S'lar,Chris Claremont,10.0
Eleanor Murch,New York City Police Department,10.0
Xi'an Coy Manh,Jennifer Walters,10.0
Alexander Summers,Kitty Pryde (Arcade's Robot),10.0
Philippa Sontag,San Francisco Police Department,10.0
Maggia,Piotr Rasputin,10.0
One Above All (Celestial),Jean Grey,10.0
Rogue (Anna Marie),Katherine Power,10.0
"Joseph Danvers, Sr.",Callisto,10.0
Nina Da Costa,Douglas Ramsey,10.0
Jessica Drew,Forge,10.0
Robert Kelly,United States Senate,10.0
Scott Summers,Colossus (Arcade's Robot),10.0
Rahne Sinclair,Robert the Bruce,10.0
Blackthorn,Sp'yxx,10.0
Daughters of the Dragon,Harmony Young,10.0
Piotr Rasputin,Victor von Doom (Earth-811),10.0
Moira MacTaggert (Earth-TRN748),Matthew Murdock (Earth-811),10.0
Wrakk,Scott Summers,10.0
Jeanne-Marie Beaubier,Terry Austin,10.0
Governor Seward,Jean Grey,10.0
Starjammers,Scintilla,10.0
Marie Cartier,Warren Worthington III,10.0
David Moreau,Freddie Stanachek,10.0
James Carter,Avengers,10.0
Analie Hogarth,Sharon Friedlander,10.0
Julius Schwartz,Irene Adler,10.0
Wong,Rahne Sinclair,10.0
Earthquake,Gaza,10.0
Robert Drake,Ariel (Coconut Grove),10.0
Neutron (Imperial Guard),Sea Spine,10.0
Mentor (Imperial Guard),Cain Marko,10.0
Mandarin,Jean Grey,10.0
Schutzstaffel,Steven Rogers,10.0
Sharon Friedlander,Waldo (Computer),10.0
Warren Worthington III,Raksor,10.0
Amiko Kobayashi,Kurt Wagner,10.0
Madelyne Pryor,Janet Van Dyne,10.0
Vril-Rokk,Nereel,10.0
Khalid bin Abdul Aziz,Moira MacTaggert (Earth-TRN748),10.0
Raksor,B'nee and C'cil,10.0
Alexei Vazhin,Morlocks,10.0
Danielle Moonstar,Gendarmerie Nationale,10.0
Arthur Maddicks,Doctor Druid (Xartan),10.0
Savage Land Mutates,Sybil (Oracle),10.0
Illyana Rasputina,Arcturus Rann,10.0
Arilynn Williams (Earth-8591),Kulan Gath (Impostor),10.0
Adam (Gideon),Tabitha Smith,10.0
Conal Duran,Elizabeth Guthrie,10.0
Ani-Mates,Selene Gallio,10.0
Henry Pym,Janet Van Dyne,10.0
Sean Cassidy,Paty Cockrum,10.0
James Power,Ape (Morlock),10.0
Doctor Druid (Xartan),Zano (Xartan),10.0
Anthony Stark (Earth-8720),Piotr Rasputin (Earth-8720),10.0
Scott Summers (Earth-811),Bruce Banner (Earth-811),10.0
Avram Goldberg,Frederick Dukes,10.0
Ch'od (War Skrull),Rogue (Anna Marie),10.0
Nikoh,Larrs,10.0
Katherine Pryde (Earth-811),United States Senate,10.0
Lilandra Neramani,Zala Dane,10.0
Katherine Pryde,Russian Navy,10.0
Leech,Kim Il Sung,10.0
Kurt Wagner,Ruth Shulman,10.0
Sean Cassidy,Amelia Greer,10.0
Luis Rodriguez,Rogue (Anna Marie),10.0
Benjamin Grimm (Earth-8720),Samuel Guthrie (Earth-8720),10.0
Charles Xavier,Blackthorn,10.0
St. John Allerdyce,Big Alex (Earth-811),10.0
Benjamin Grimm,Danielle Moonstar,10.0
Angelica Jones,Jennifer Stavros,10.0
National Security Council,Rahne Sinclair,10.0
New Mutants,Phumm,10.0
Piotr Rasputin,John Ostrander,10.0
Hu Yaobang,Ororo Munroe,10.0
X-Men,Jock Forrester,10.0
Sage,Eleanor Murch,10.0
Frost International,Ororo Munroe,10.0
Elizabeth Braddock,Akira,10.0
Avengers (Earth-8720),Brightwind (Earth-8720),10.0
New Mutants,Russian Armed Forces,10.0
Waldo (Computer),Gendarmerie Nationale,10.0
Fall People,Jean Grey,10.0
Christopher Summers,Fireflyte,10.0
Arcturus Rann,Hepzibah,10.0
Daughters of the Dragon,Katherine Pryde,10.0
Nicholas Fury,Sentinel A3,10.0
Alison Blaire,Tommy (Morlock),10.0
Ororo Munroe,Jennifer Walters,10.0
Uatu,Starbolt,10.0
Sharon Friedlander,Janos Quested,10.0
Douglas Ramsey,Roberta,10.0
Len Wein,Roger Stern,10.0
Kim Il Sung,Cybelle,10.0
Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),Moira MacTaggert (Earth-TRN748),10.0
Thor Odinson,Autumn Rolfson,10.0
George H. W. Bush,Zala Dane,10.0
Brightwind,Phay,10.0
Michael Jackson,Samuel Guthrie,10.0
Harriers,Harry Malone,10.0
Wolverine (Arcade's Robot),Mister Chambers,10.0
Fireflyte,Roberto Da Costa (Earth-87050),10.0
Tomas Rodriguez,SecBots,10.0
Warren Worthington III,Joey Black,10.0
Doom Squad,Henry McCoy,10.0
X-Factor,Worm (Savage Land Mutate),10.0
Johnathon Blaze (Earth-811),Charles Xavier,10.0
Yuriko Oyama,Illyana Rasputina (Masque's Doppelganger),10.0
Rogue (Anna Marie) (Earth-8591),Illyana Rasputina,10.0
Stan Lee,Sentinel A1,10.0
Federal Bureau of Investigation,Henry Gyrich,10.0
Cylla Markham,Tom Nakadai,10.0
Roberto Da Costa (Earth-8510),Amara Aquilla (Earth-8510),10.0
Andrea von Strucker,Ivan Petrovich Bezukhov,10.0
Veronica Dultry,Joe Harris,10.0
T'Challa (Earth-811),Lois Lane,10.0
Bouncer (Morlock),James Howlett,10.0
Donald Pierce,Alysande Stuart,10.0
Piotr Rasputin (Earth-8720),James Howlett (Earth-8720),10.0
St. John Allerdyce (Earth-8720),Monica Rambeau (Earth-8720),10.0
Friedrich von Roehm,Rita Wayword,10.0
Mari-Ell,Rogue (Anna Marie),10.0
Piotr Rasputin,Valentina Allegra de Fontaine,10.0
Earthquake,Charles Xavier (War Skrull),10.0
Caliban,Blow-Hard,10.0
James Howlett (Masque's Doppelganger),Murray Reese,10.0
B'nee and C'cil,Shanna O'Hara,10.0
Hercules Panhellenios,Robert Drake,10.0
Nicholas Fury,P!rai,10.0
Nereel,Alison Blaire,10.0
Matthew Murdock,Jimaine Szardos,10.0
Schutzstaffel,X-Men,10.0
Project Wideawake,Naze,10.0
Gregori Suvorov,Michelle Deveraux,10.0
Amphibius,Jubilation Lee,10.0
Louis Joubert,Sean Cassidy,10.0
Sally Blevins,Moira MacTaggert (Earth-TRN748),10.0
Phay,Tabitha Smith,10.0
Marauder,Advanced Idea Mechanics,10.0
Monica Rambeau (Earth-8720),Samuel Guthrie (Earth-8720),10.0
Vision (Earth-8591),Steven Rogers,10.0
Tam Anderson,N'astirh,10.0
Right,Alice MacAllister,10.0
Araki,Max Eisenhardt,10.0
Max Eisenhardt,St. John Allerdyce (Earth-8720),10.0
Jiro (Japanese),Eye Killers,10.0
United States Army,Sean Cassidy,10.0
Alysande Stuart,Mark Hallett,10.0
Guido Carosella,George H. W. Bush,10.0
Hydra,Wolfgang von Strucker,10.0
Hercules Panhellenios,Roberto Da Costa,10.0
Davan Shakari,Donal O'Bradaigh,10.0
Manta,Scott Summers,10.0
Lucas Hamilton,Jubilation Lee,10.0
Phix,Samuel Guthrie,10.0
Benjamin Grimm (Earth-811),Max Eisenhardt (Earth-811),10.0
James Howlett,Hydra,10.0
Jimaine Szardos,X-Men (Earth-811),10.0
Nguyen Ngoc Coy,Katherine Pryde,10.0
Adam (Gideon),Nathan Summers,10.0
Captain Hama,Phoenix Force,10.0
Benjamin Grimm,Davan Shakari,10.0
Kurt Wagner,Big Alex (Earth-811),10.0
Wong,Illyana Rasputina,10.0
Elaine Grey,Ruth Shulman,10.0
Azazello,Warlock (Technarch),10.0
Maelen,Hellfire Club,10.0
Danielle Moonstar (Earth-8720),Anthony Stark (Earth-8720),10.0
Charlotte Jones,Hawkshaw,10.0
Tweedledope,Opul Lun Sat-Yr-Nin (Earth-794),10.0
X-Men (Masque),Bliss (Morlock),10.0
Peter Bristow,Charles Xavier,10.0
Mercedes Knight,Maelen,10.0
Victor von Doom,Steven Lang,10.0
Louis Hamilton,Lian Shen,10.0
James Howlett,Takeo Fukuda,10.0
New Mutants (Earth-8510),Samuel Guthrie (Earth-8510),10.0
Orphan-Maker (Peter),Carol Danvers,10.0
New Mutants,Samuel Guthrie (Earth-8510),10.0
Jessán Hoan,Alison Blaire,10.0
Prosh,Azure,10.0
Crimson (Ravens),Right,10.0
Scott Summers (Earth-811),Katherine Pryde (Earth-811),10.0
Miss Locke,Glynis Oliver,10.0
Jubilation Lee,B'nee and C'cil,10.0
Luke Cage,Colleen Wing,10.0
B'nee and C'cil,Supreme Intelligence,10.0
Borderers,Sybil (Oracle),10.0
X-Men (Masque),Warren Worthington III (Masque's Doppelganger),10.0
Aleytys Forrester,Fenris,10.0
Wrakk,Robert Drake,10.0
Shanna O'Hara,Manacle (Deathbird),10.0
San Francisco Police Department,Eye Killers,10.0
Brotherhood of Evil Mutants,Anthony Stark (Earth-811),10.0
Piotr Rasputin (Earth-8720),Clinton Barton (Earth-8720),10.0
Roger Grimsby,Robert Drake (X-Sentinel),10.0
Frederick Dukes,Roberta,10.0
Kim Il Sung,Freedom Force,10.0
X-Men,Jiro (Japanese),10.0
Miss Locke,Maggia,10.0
Jo (Morlock),Masque,10.0
Carol Danvers,Selene Gallio,10.0
Eleanor Murch,Hellfire Club,10.0
Wanda Maximoff (Earth-8591),Arilynn Williams (Earth-8591),10.0
Ivan Petrovich Bezukhov,Soong,10.0
Paty Cockrum,Victor von Doom,10.0
Victor von Doom (Earth-811),Peter Parker (Earth-811),10.0
Douglas Ramsey,Fireflyte,10.0
Bouncer (Morlock),Pretty Boy,10.0
Candace Southern,Dominikos Petrakis,10.0
Morlocks,Rogue (Anna Marie) (Earth-8591),10.0
Akira,Sabrina Morrel,10.0
Manuel de la Rocha,Ares,10.0
Cr'reee,Fireflyte,10.0
Zabu,B'nee and C'cil,10.0
Sentinel Omega Class (Earth-811),Benjamin Grimm (Earth-811),10.0
Steven Rogers (Earth-8591),Illyana Rasputina,10.0
Arilynn Williams (Earth-8591),Illyana Rasputina (Earth-8591),10.0
Julio Richter,Wong,10.0
Imperial Guard,Stephanie Hunter,10.0
Sally Harding,Frank Bohannan,10.0
Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),Adrian Toomes,10.0
Ororo Munroe,Sp'yxx,10.0
United States Senate,Benjamin Grimm (Earth-811),10.0
Ororo Munroe,Arilynn Williams (Earth-8591),10.0
Sp'yxx,Piotr Rasputin,10.0
Jonathan Storm (Earth-811),Scott Summers (Earth-811),10.0
Prosh,Bird-Brain,10.0
Nicholas Damiano,Hellfire Club,10.0
Narya,John Byrne,10.0
Rahne Sinclair,Dane Whitman,10.0
Skrull Slavers,Julio Richter,10.0
Johnathon Blaze (Earth-811),James Howlett (Earth-811),10.0
Takeo Fukuda,Daniel Rand,10.0
Hepzibah,S'ym,10.0
Raza Longknife,Ch'od (War Skrull),10.0
Louis Hamilton,Max Eisenhardt,10.0
Freedom Force,Adrian Toomes,10.0
New Mutants,Benjamin Grimm (Earth-8720),10.0
Louis Hamilton,Illyana Rasputina,10.0
Charles Xavier,Reed Richards (Earth-811),10.0
Sikorsky,Arbitrators (Earth-87050),10.0
Secret Empire,Arthur Maddicks,10.0
Fahe,Charles Xavier,10.0
Hogun,Freedom Force,10.0
Gosamyr,Prosh,10.0
Thor (Xartan),She-Hulk (Xartan),10.0
Swamp Men,Scott Summers,10.0
Kurt Wagner,Hu Yaobang,10.0
Hepzibah,Arcturus Rann,10.0
Danielle Moonstar,United Nations,10.0
Tam Anderson,Stephanie Hunter,10.0
Alexandra Rasputina,Russell Collins,10.0
Katherine Pryde,SecBots,10.0
Takeshi Matsuya,S'ym,10.0
Christopher Summers (War Skrull),Lupo,10.0
Beautiful Dreamer (Morlock),Julie Power,10.0
Kam'N'Ehar,Shi'ar Imperial Fleet,10.0
Clinton Barton (Earth-8720),Fantastic Four (Earth-8720),10.0
Arcade,Chris Claremont,10.0
Beautiful Dreamer (Morlock),New York City Police Department,10.0
X-Men (Earth-811),Henry McCoy (Earth-811),10.0
Danielle Moonstar,Jennifer Walters,10.0
Piotr Rasputin (Masque's Doppelganger),Morlocks,10.0
Stephen Strange,Peter Corbeau,10.0
Bob (Inferno Baby),N'astirh,10.0
Whiteout,Manacle (Deathbird),10.0
Hercules Panhellenios (Earth-8720),Jonathan Storm (Earth-8720),10.0
Savage Land Mutates,Charles Xavier (War Skrull),10.0
Kierrok,Moira MacTaggert (Earth-TRN748),10.0
Vlad Dracula,Kurt Wagner,10.0
Jaime Suarez,Hercules Panhellenios,10.0
Worthington Industries,Philippa Sontag,10.0
Astra (Imperial Guard),Impulse,10.0
Sebastian (Skrull),Nathan Summers,10.0
Ororo Munroe,Shanna O'Hara,10.0
Terry Austin,Alpha Flight,10.0
Lewis Shiner,Michael Baer,10.0
Max Eisenhardt (Earth-811),Johnathon Blaze (Earth-811),10.0
Gyrk,Douglas Ramsey,10.0
James Howlett,Len Wein,10.0
James Madrox,Carmen Pryde,10.0
Roberto Da Costa (Earth-87050),Xi'an Coy Manh,10.0
John Ostrander,James Howlett,10.0
Phee,Julio Richter,10.0
Inferno Babies,Lost Boys (And Girls),10.0
Benjamin Grimm (Earth-811),Anthony Stark (Earth-811),10.0
Piotr Rasputin,Rogue Pack (Earth-811),10.0
Manta,Supreme Intelligence,10.0
Marauders,Phil Hovannes,10.0
James Howlett,Manta,10.0
Préfecture de Police de Paris,Fenris,10.0
Daughters of the Dragon,Kevin MacTaggert,10.0
Ororo Munroe (Masque's Doppelganger),Pretty Boy,10.0
Forge,Katherine Pryde (Earth-811),10.0
Lifeline,Rose Wu,10.0
B'nee and C'cil,Ch'od (War Skrull),10.0
Ducks (Warwolf),Kurt Wagner,10.0
Lilandra Neramani,Raksor,10.0
Mutant Liberation Front,X-Factor,10.0
Guido Carosella,Press Gang,10.0
Warren Worthington III,Anthony Stark,10.0
Stan Lee,Moira MacTaggert (Earth-TRN748),10.0
Lila Cheney,Wade Cole,10.0
Flosi,Roberto Da Costa,10.0
Warpies,Mark Hallett,10.0
Hercules Panhellenios,Monica Rambeau,10.0
Amara Aquilla (Earth-87050),Ch'od,10.0
Reed Richards,Sikorsky,10.0
Edwin Jarvis,Emma Frost,10.0
Elizabeth Braddock,Piper (Morlock),10.0
Stephen Strange,Juber (Shi'ar),10.0
Emma Frost,Thor Odinson,10.0
Lila Cheney (Earth-8720),Samuel Guthrie (Earth-8720),10.0
Danielle Moonstar (Earth-8720),Monica Rambeau (Earth-8720),10.0
Sean Cassidy,Louis Joubert,10.0
Joe Parnall,Eileen Parnall,10.0
New York City Police Department,Jennifer Ransome,10.0
Anthony Stark,Remy LeBeau,10.0
Skrull Prime,Jubilation Lee (War Skrull),10.0
Nanny (Magneto's Robot),Moira MacTaggert (Earth-TRN748),10.0
Xi'an Coy Manh,Andrea von Strucker,10.0
Arilynn Williams,Rahne Sinclair (Earth-8591),10.0
Zeek,Worthington Industries,10.0
T'Challa,D'ken Neramani,10.0
Mark Hallett,Kim Il Sung,10.0
Yuriko Oyama,Irene Adler,10.0
Conal Duran,Joey Black,10.0
Janet Van Dyne (Earth-8720),Xi'an Coy Manh,10.0
Angus MacWhirter,Colleen Wing,10.0
Savage Land Mutates,Guido Carosella,10.0
Katherine Pryde,Cyclops (Arcade's Robot),10.0
Avengers (Xartans),Dane Whitman,10.0
Manoli Wetherell,Lucas Hamilton,10.0
Lifeline,James Howlett,10.0
Host (Skrulls),Jubilation Lee (War Skrull),10.0
St. John Allerdyce,Kitty Pryde (Arcade's Robot),10.0
Eleanor Murch,N'Daré,10.0
Max Eisenhardt,Benjamin Grimm (Earth-8720),10.0
Sage,Kim Il Sung,10.0
Ororo Munroe (Earth-8591),Morlocks,10.0
Barok,Karl Lykos,10.0
Timeshadow,Wanda Maximoff,10.0
Lorna Dane,Shanna O'Hara,10.0
Vril-Rokk,Hussar,10.0
Crazy Gang,Mister Chambers,10.0
Eamon O'Donnell,Padraic (Leprechaun),10.0
Frederick Dukes,Robert Hunter,10.0
Steven Rogers (Earth-811),Moira MacTaggert (Earth-TRN748),10.0
Manta,Ororo Munroe,10.0
New Mutant Bratpack (Earth-87050),Roberto Da Costa (Earth-87050),10.0
Sean Cassidy,Jack Kirby,10.0
Kyras Shakati,James Howlett,10.0
D'ken Neramani,Steven Rogers,10.0
Borderers,X-Men,10.0
Achmed El Gibár,Mercedes Knight,10.0
Lois Lane,Robert Kelly,10.0
Kristina Anderson,Karnilla,10.0
Starbolt,Sea Spine,10.0
Katherine Pryde (Earth-5311),Piotr Rasputin,10.0
Henry McCoy (Masque's Doppelganger),Genoshan Foreign Minister,10.0
Russell Collins,Jack Fisher,10.0
Elisabeth Wilford,Maggia,10.0
Avengers,Haroun ibn Sallah al-Rashid,10.0
Max Eisenhardt,Freedom Force (Earth-8720),10.0
Kurt Wagner,Ellie Moore,10.0
Morlocks,Jo (Morlock),10.0
Kulan Gath (Impostor),Jimaine Szardos,10.0
Warlock (Technarch),Rahne Sinclair (Earth-8510),10.0
Raza Longknife (War Skrull),Titan,10.0
Freedom Force (Earth-8720),Janet Van Dyne (Earth-8720),10.0
Charles Xavier,Rask,10.0
Paty Cockrum,Valentina Allegra de Fontaine,10.0
Danielle Moonstar,Préfecture de Police de Paris,10.0
Maelen,Harold Leland,10.0
Sentinel T-20,James Howlett,10.0
Robert Drake,Thor (Xartan),10.0
Matthew Murdock,Nicholas Fury,10.0
Nightcrawler (Arcade's Robot),Ororo Munroe,10.0
Danielle Moonstar (Earth-8591),Charles Xavier,10.0
Rachel Summers (Earth-8591),Arilynn Williams,10.0
Color Sergeant Vaughn,Excalibur,10.0
Sybil (Oracle),Swamp Men,10.0
Rachel Summers (Earth-811),United States Senate,10.0
Tabitha Smith,Rekxor,10.0
Doctor Druid (Xartan),Thor Odinson,10.0
Reed Richards,Jubilation Lee,10.0
Marauders,Ray Carter,10.0
Ape (Morlock),Dominikos Petrakis,10.0
Angelica Jones,New Mutants,10.0
James Madrox,Alysande Stuart,10.0
Dykon,Hargen,10.0
Sentinels Mk VI,X-Men (Earth-8720),10.0
Lorna Dane (X-Sentinel),Charles Xavier,10.0
Phough,Danielle Moonstar,10.0
James Howlett (War Skrull),Piotr Rasputin,10.0
Raven Darkhölme,Victor von Doom (Earth-811),10.0
Raven Darkhölme,Kim Il Sung,10.0
Lindsay McCabe,Bliss (Morlock),10.0
Beautiful Dreamer (Morlock),Abraham Kieros,10.0
Emmanuel Da Costa,David Moreau,10.0
Crotus,Brian Braddock,10.0
Rahne Sinclair (Earth-8510),Warlock (Technarch),10.0
Russian Armed Forces,Rachel Summers (Earth-811),10.0
Arcade,Opul Lun Sat-Yr-Nin (Earth-794),10.0
Big Top,Joseph Bailey,10.0
Steven Rogers (Earth-8720),Monica Rambeau (Earth-8720),10.0
Doctor Druid (Xartan),Jennifer Walters,10.0
Sikorsky,Palik,10.0
Amara Aquilla (Earth-8510),Danielle Moonstar,10.0
Franklin Richards (Earth-811),Scott Summers (Earth-811),10.0
Louis Hamilton,Valerie Cooper,10.0
Bruce Banner (Earth-811),T'Challa (Earth-811),10.0
Shanna O'Hara,Amphibius,10.0
Elizabeth Braddock (War Skrull),Christopher Summers,10.0
Daughters of the Dragon,Terry Austin,10.0
Elizabeth Braddock,Seraph,10.0
S'ym,Rahne Sinclair (Earth-8510),10.0
Lindsay McCabe,Jean Grey,10.0
Colleen Wing,Vlad Dracula,10.0
Warpies,Raven Darkhölme,10.0
Hellfire Club,Toko,10.0
Victor Creed,Frederick Dukes,10.0
S'ym,Shauna,10.0
Amara Aquilla,Thunderiders,10.0
Judith Rassendyll,Julia Carpenter,10.0
Sebastian Shaw,Valentina Allegra de Fontaine,10.0
Samuel Guthrie,Advanced Idea Mechanics,10.0
Fenris,Komitet Gosudarstvennoy Bezopasnosti,10.0
X-Men (Arcade's Robots),Lilandra Neramani,10.0
Beyonder,Sentinel Omega Class (Earth-811),10.0
Ch'od,Host (Skrulls),10.0
Prosh,Wong,10.0
Alexei Vazhin,Phillip Moreau,10.0
Roberto Da Costa,Janet Van Dyne (Earth-8720),10.0
Jonathan Storm,Janet Van Dyne,10.0
Raza Longknife (War Skrull),Yuri Semyanov,10.0
Scott Summer (Masque's Doppelganger),Pretty Boy,10.0
George Martin,Kim Il Sung,10.0
Bonebreaker,Louis Hamilton,10.0
Hydra,Sikorsky,10.0
Rahne Sinclair,Clinton Barton (Earth-8720),10.0
Carol Danvers,United States Army,10.0
Aleytys Forrester,Daniel Arap Moi,10.0
Xi'an Coy Manh,Police Scotland,10.0
N'Daré,Tomas Rodriguez,10.0
Magneto (Arcade Android),X-Men,10.0
Project Armageddon,Sentinel T-20,10.0
Eamon O'Donnell,Peter Corbeau,10.0
Hepzibah,Fireflyte,10.0
Greer Nelson (Earth-8720),Dane Whitman (Earth-8720),10.0
Warren Worthington III (Masque's Doppelganger),Gaea,10.0
Beyonder,Brightwind,10.0
Fantastic Four,Janet Van Dyne,10.0
Arbitrators (Earth-87050),Amara Aquilla,10.0
Daniel Rand,Charles Xavier,10.0
Jean Grey,Zano (Xartan),10.0
Jubilation Lee (War Skrull),Raza Longknife (War Skrull),10.0
Lila Cheney,Elizabeth Guthrie,10.0
S'ym,Hamarkis,10.0
Phee,Rahne Sinclair,10.0
Wong,Tabitha Smith,10.0
James Howlett,Gary Cody,10.0
Jessica Drew,Jean Grey,10.0
Vertigo (Savage Land Mutate),Caliban,10.0
Abraham Kieros,John Greycrow,10.0
Charles Xavier,Mitchell Tanner,10.0
Rogue (Anna Marie),Shanna O'Hara,10.0
Zala Dane,Patricia Tilby,10.0
Wanda Maximoff (Earth-811),Max Eisenhardt (Earth-811),10.0
Mister Chambers,United States Department of State,10.0
Sharon Friedlander,New York City Fire Department,10.0
Savage Land Mutates,George H. W. Bush,10.0
Amphibius,Shanna O'Hara,10.0
Alexander Summers,Frank Castle,10.0
Elaine Grey,T'Challa,10.0
Louis Joubert,Cylla Markham,10.0
Freedom Force (Earth-8720),Barbara Morse (Earth-8720),10.0
Jubilation Lee,Grannz,10.0
Tar Baby,Dominikos Petrakis,10.0
Sybil (Oracle),Yuri Semyanov,10.0
Charles Xavier,Margaret Thatcher,10.0
John Greycrow,Lewis Shiner,10.0
Julio Richter,Ellie Jones,10.0
Sentinels Mk VI,Danielle Moonstar (Earth-8720),10.0
Elaine Grey,Gateway,10.0
Warriors Three,St. John Allerdyce,10.0
Amphibius,Alice MacAllister,10.0
Yuriko Oyama,Piotr Rasputin (Masque's Doppelganger),10.0
David Moreau,Masque,10.0
Roberto Da Costa,Kallark,10.0
R'Klll,Supreme Intelligence,10.0
