,character name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235
129,Rita Wayword,664,684,664,684,704,640,344,344,664,604,404,404,404,404,400,40,40,40,40,0,0,404,0,0,404,100,0,20,100,0,0,0,0,100,20,20,20,20,104,0,220,0,100,100,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,24,120,20,620,0,100,100,20,344,0,100,120,120,120,0,200,1004,0,0,340,0,904,904,804,1004,1004,100,0,0,100,44,0,20,688,100,20,100,220,220,220,120,120,120,460,200,0,100,0,100,0,100,204,0,24,300,100,320,300,20,100,0,120,0,100,0,0,0,1004,1320,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,20,120,0,0,0,0,100,0,400,360,0,0,0,0,700,600,600,20,20,20,20,20,220,200,300,20,20,4,20,20,20,20,20,0,300,300,20,320,220,20,20,0,0,20,0,0,0,0,0,100,0,400,300,0,0,0,0,0,0,400,500,500,0,0,100,100,100,100,0,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0
130,Nathan Summers,1960,1980,1944,1964,1204,3792,444,1640,1940,1904,3992,3992,3992,3992,3484,484,464,484,464,200,1000,3384,400,200,3384,300,0,220,20,0,200,500,500,40,524,424,524,424,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,520,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,940,200,0,340,500,420,420,120,740,140,100,0,1000,500,220,0,120,964,40,40,120,2440,3940,3940,2240,560,2940,1400,644,4,4,0,620,0,0,300,0,140,140,40,1020,100,40,0,100,1560,0,1600,0,0,200,540,240,6636,6636,6536,6536,6556,6556,6456,6456,6652,6652,6552,6552,6572,6572,6472,6472,200,100,404,0,200,300,300,100,3784,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1064,100,300,700,600,100,600,460,500,544,2600,2520,600,200,200,20,20,20,20,220,120,700,100,300,900,900,1000,3700,2620,200,0,0,0,0,20,160,700,800,200,200,600,720,600,800,700,1700,820,700,1600,1600,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,820
131,Nathan Summers,1960,1980,1944,1964,1204,3792,444,1640,1940,1904,3992,3992,3992,3992,3484,484,464,484,464,200,1000,3384,400,200,3384,300,0,220,20,0,200,500,500,40,524,424,524,424,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,540,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,940,200,0,340,500,420,420,120,740,140,100,0,1000,500,220,0,120,964,40,40,120,2440,3940,4040,2240,560,2940,1400,644,4,4,0,640,0,0,300,0,140,140,40,1020,100,40,0,100,1560,0,1700,0,0,200,540,240,6636,6736,6536,6636,6556,6656,6456,6556,6652,6752,6552,6652,6572,6672,6472,6572,200,100,404,0,200,300,300,100,3784,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1064,100,300,700,600,100,600,460,500,544,2600,2520,600,200,200,20,20,20,20,220,120,700,100,300,900,1000,1000,3800,2720,200,0,0,0,0,20,160,700,800,200,200,700,720,700,900,800,1800,920,800,1700,1700,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,920
132,Nathan Summers,1960,1980,1944,1964,1204,3792,444,1640,1940,1904,3992,3992,3992,3992,3484,484,464,484,464,200,1000,3384,400,200,3384,300,0,220,20,0,200,500,500,40,524,424,524,424,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,420,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,840,200,0,340,400,420,420,120,640,140,100,0,900,500,220,0,120,964,40,40,120,2440,3840,3840,2240,560,2940,1400,544,4,4,0,520,0,0,300,0,140,140,40,1020,100,40,0,100,1560,0,1500,0,0,200,540,240,6536,6536,6536,6536,6456,6456,6456,6456,6552,6552,6552,6552,6472,6472,6472,6472,200,100,404,0,200,300,300,100,3784,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1064,100,300,700,600,100,600,460,500,544,2600,2520,600,200,200,20,20,20,20,220,120,700,100,300,900,800,1000,3600,2620,200,0,0,0,0,20,160,700,800,200,200,500,720,500,800,700,1600,820,700,1500,1500,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,720
133,Nathan Summers,1960,1980,1944,1964,1204,3792,444,1640,1940,1904,3992,3992,3992,3992,3484,484,464,484,464,200,1000,3384,400,200,3384,300,0,220,20,0,200,500,500,40,524,424,524,424,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,440,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,840,200,0,340,400,420,420,120,640,140,100,0,900,500,220,0,120,964,40,40,120,2440,3840,3940,2240,560,2940,1400,544,4,4,0,540,0,0,300,0,140,140,40,1020,100,40,0,100,1560,0,1600,0,0,200,540,240,6536,6636,6536,6636,6456,6556,6456,6556,6552,6652,6552,6652,6472,6572,6472,6572,200,100,404,0,200,300,300,100,3784,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1064,100,300,700,600,100,600,460,500,544,2600,2520,600,200,200,20,20,20,20,220,120,700,100,300,900,900,1000,3700,2720,200,0,0,0,0,20,160,700,800,200,200,600,720,600,900,800,1700,920,800,1600,1600,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,820
134,Nathan Summers,1960,1980,1944,1964,1188,3712,444,1640,1940,1888,3912,3912,3912,3912,3404,468,464,468,464,200,1000,3304,400,200,3304,300,0,220,20,0,200,500,500,40,524,424,524,424,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,520,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,940,200,0,340,500,420,420,120,740,140,100,0,1000,500,220,0,120,964,40,40,120,2440,3940,3940,2240,560,2940,1400,644,4,4,0,620,0,0,300,0,140,140,40,1020,100,40,0,100,1560,0,1600,0,0,200,540,240,6556,6556,6456,6456,6540,6540,6440,6440,6572,6572,6472,6472,6556,6556,6456,6456,200,100,404,0,200,300,300,100,3704,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1064,100,300,700,600,100,600,460,500,464,2520,2440,600,200,200,20,20,20,20,220,120,700,100,300,820,900,1000,3700,2620,200,0,0,0,0,20,160,700,800,200,200,600,720,600,800,700,1700,820,700,1600,1600,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,820
135,Nathan Summers,1960,1980,1944,1964,1188,3712,444,1640,1940,1888,3912,3912,3912,3912,3404,468,464,468,464,200,1000,3304,400,200,3304,300,0,220,20,0,200,500,500,40,524,424,524,424,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,540,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,940,200,0,340,500,420,420,120,740,140,100,0,1000,500,220,0,120,964,40,40,120,2440,3940,4040,2240,560,2940,1400,644,4,4,0,640,0,0,300,0,140,140,40,1020,100,40,0,100,1560,0,1700,0,0,200,540,240,6556,6656,6456,6556,6540,6640,6440,6540,6572,6672,6472,6572,6556,6656,6456,6556,200,100,404,0,200,300,300,100,3704,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1064,100,300,700,600,100,600,460,500,464,2520,2440,600,200,200,20,20,20,20,220,120,700,100,300,820,1000,1000,3800,2720,200,0,0,0,0,20,160,700,800,200,200,700,720,700,900,800,1800,920,800,1700,1700,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,920
136,Nathan Summers,1960,1980,1944,1964,1188,3712,444,1640,1940,1888,3912,3912,3912,3912,3404,468,464,468,464,200,1000,3304,400,200,3304,300,0,220,20,0,200,500,500,40,524,424,524,424,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,420,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,840,200,0,340,400,420,420,120,640,140,100,0,900,500,220,0,120,964,40,40,120,2440,3840,3840,2240,560,2940,1400,544,4,4,0,520,0,0,300,0,140,140,40,1020,100,40,0,100,1560,0,1500,0,0,200,540,240,6456,6456,6456,6456,6440,6440,6440,6440,6472,6472,6472,6472,6456,6456,6456,6456,200,100,404,0,200,300,300,100,3704,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1064,100,300,700,600,100,600,460,500,464,2520,2440,600,200,200,20,20,20,20,220,120,700,100,300,820,800,1000,3600,2620,200,0,0,0,0,20,160,700,800,200,200,500,720,500,800,700,1600,820,700,1500,1500,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,720
137,Nathan Summers,1960,1980,1944,1964,1188,3712,444,1640,1940,1888,3912,3912,3912,3912,3404,468,464,468,464,200,1000,3304,400,200,3304,300,0,220,20,0,200,500,500,40,524,424,524,424,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,440,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,840,200,0,340,400,420,420,120,640,140,100,0,900,500,220,0,120,964,40,40,120,2440,3840,3940,2240,560,2940,1400,544,4,4,0,540,0,0,300,0,140,140,40,1020,100,40,0,100,1560,0,1600,0,0,200,540,240,6456,6556,6456,6556,6440,6540,6440,6540,6472,6572,6472,6572,6456,6556,6456,6556,200,100,404,0,200,300,300,100,3704,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1064,100,300,700,600,100,600,460,500,464,2520,2440,600,200,200,20,20,20,20,220,120,700,100,300,820,900,1000,3700,2720,200,0,0,0,0,20,160,700,800,200,200,600,720,600,900,800,1700,920,800,1600,1600,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,820
138,Nathan Summers,1960,1980,1944,1964,1204,3872,444,1720,1940,1904,4072,4072,4072,4072,3564,484,464,484,464,200,1000,3464,400,200,3464,300,0,220,20,0,200,500,500,40,540,440,540,440,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,520,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,940,200,0,340,500,420,420,120,740,140,100,0,1000,500,220,0,120,964,40,40,120,2440,3940,3940,2240,560,2940,1416,724,4,4,0,620,0,0,300,0,140,220,40,1020,100,40,0,100,1560,0,1600,0,0,200,540,240,6652,6652,6552,6552,6572,6572,6472,6472,6732,6732,6632,6632,6652,6652,6552,6552,200,100,404,0,200,300,300,100,3864,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1144,100,300,700,600,100,600,460,500,544,2600,2520,600,200,200,20,20,20,20,220,120,700,100,300,900,900,1000,3780,2620,200,0,0,0,0,20,240,780,880,200,200,600,720,600,800,700,1700,820,700,1600,1600,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,820
139,Nathan Summers,1960,1980,1944,1964,1204,3872,444,1720,1940,1904,4072,4072,4072,4072,3564,484,464,484,464,200,1000,3464,400,200,3464,300,0,220,20,0,200,500,500,40,540,440,540,440,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,540,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,940,200,0,340,500,420,420,120,740,140,100,0,1000,500,220,0,120,964,40,40,120,2440,3940,4040,2240,560,2940,1416,724,4,4,0,640,0,0,300,0,140,220,40,1020,100,40,0,100,1560,0,1700,0,0,200,540,240,6652,6752,6552,6652,6572,6672,6472,6572,6732,6832,6632,6732,6652,6752,6552,6652,200,100,404,0,200,300,300,100,3864,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1144,100,300,700,600,100,600,460,500,544,2600,2520,600,200,200,20,20,20,20,220,120,700,100,300,900,1000,1000,3880,2720,200,0,0,0,0,20,240,780,880,200,200,700,720,700,900,800,1800,920,800,1700,1700,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,920
140,Nathan Summers,1960,1980,1944,1964,1204,3872,444,1720,1940,1904,4072,4072,4072,4072,3564,484,464,484,464,200,1000,3464,400,200,3464,300,0,220,20,0,200,500,500,40,540,440,540,440,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,420,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,840,200,0,340,400,420,420,120,640,140,100,0,900,500,220,0,120,964,40,40,120,2440,3840,3840,2240,560,2940,1416,624,4,4,0,520,0,0,300,0,140,220,40,1020,100,40,0,100,1560,0,1500,0,0,200,540,240,6552,6552,6552,6552,6472,6472,6472,6472,6632,6632,6632,6632,6552,6552,6552,6552,200,100,404,0,200,300,300,100,3864,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1144,100,300,700,600,100,600,460,500,544,2600,2520,600,200,200,20,20,20,20,220,120,700,100,300,900,800,1000,3680,2620,200,0,0,0,0,20,240,780,880,200,200,500,720,500,800,700,1600,820,700,1500,1500,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,720
141,Nathan Summers,1960,1980,1944,1964,1204,3872,444,1720,1940,1904,4072,4072,4072,4072,3564,484,464,484,464,200,1000,3464,400,200,3464,300,0,220,20,0,200,500,500,40,540,440,540,440,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,440,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,840,200,0,340,400,420,420,120,640,140,100,0,900,500,220,0,120,964,40,40,120,2440,3840,3940,2240,560,2940,1416,624,4,4,0,540,0,0,300,0,140,220,40,1020,100,40,0,100,1560,0,1600,0,0,200,540,240,6552,6652,6552,6652,6472,6572,6472,6572,6632,6732,6632,6732,6552,6652,6552,6652,200,100,404,0,200,300,300,100,3864,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1144,100,300,700,600,100,600,460,500,544,2600,2520,600,200,200,20,20,20,20,220,120,700,100,300,900,900,1000,3780,2720,200,0,0,0,0,20,240,780,880,200,200,600,720,600,900,800,1700,920,800,1600,1600,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,820
142,Nathan Summers,1960,1980,1944,1964,1188,3792,444,1720,1940,1888,3992,3992,3992,3992,3484,468,464,468,464,200,1000,3384,400,200,3384,300,0,220,20,0,200,500,500,40,540,440,540,440,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,520,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,940,200,0,340,500,420,420,120,740,140,100,0,1000,500,220,0,120,964,40,40,120,2440,3940,3940,2240,560,2940,1416,724,4,4,0,620,0,0,300,0,140,220,40,1020,100,40,0,100,1560,0,1600,0,0,200,540,240,6572,6572,6472,6472,6556,6556,6456,6456,6652,6652,6552,6552,6636,6636,6536,6536,200,100,404,0,200,300,300,100,3784,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1144,100,300,700,600,100,600,460,500,464,2520,2440,600,200,200,20,20,20,20,220,120,700,100,300,820,900,1000,3780,2620,200,0,0,0,0,20,240,780,880,200,200,600,720,600,800,700,1700,820,700,1600,1600,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,820
143,Nathan Summers,1960,1980,1944,1964,1188,3792,444,1720,1940,1888,3992,3992,3992,3992,3484,468,464,468,464,200,1000,3384,400,200,3384,300,0,220,20,0,200,500,500,40,540,440,540,440,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,540,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,940,200,0,340,500,420,420,120,740,140,100,0,1000,500,220,0,120,964,40,40,120,2440,3940,4040,2240,560,2940,1416,724,4,4,0,640,0,0,300,0,140,220,40,1020,100,40,0,100,1560,0,1700,0,0,200,540,240,6572,6672,6472,6572,6556,6656,6456,6556,6652,6752,6552,6652,6636,6736,6536,6636,200,100,404,0,200,300,300,100,3784,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1144,100,300,700,600,100,600,460,500,464,2520,2440,600,200,200,20,20,20,20,220,120,700,100,300,820,1000,1000,3880,2720,200,0,0,0,0,20,240,780,880,200,200,700,720,700,900,800,1800,920,800,1700,1700,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,920
144,Nathan Summers,1960,1980,1944,1964,1188,3792,444,1720,1940,1888,3992,3992,3992,3992,3484,468,464,468,464,200,1000,3384,400,200,3384,300,0,220,20,0,200,500,500,40,540,440,540,440,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,420,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,840,200,0,340,400,420,420,120,640,140,100,0,900,500,220,0,120,964,40,40,120,2440,3840,3840,2240,560,2940,1416,624,4,4,0,520,0,0,300,0,140,220,40,1020,100,40,0,100,1560,0,1500,0,0,200,540,240,6472,6472,6472,6472,6456,6456,6456,6456,6552,6552,6552,6552,6536,6536,6536,6536,200,100,404,0,200,300,300,100,3784,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1144,100,300,700,600,100,600,460,500,464,2520,2440,600,200,200,20,20,20,20,220,120,700,100,300,820,800,1000,3680,2620,200,0,0,0,0,20,240,780,880,200,200,500,720,500,800,700,1600,820,700,1500,1500,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,720
145,Nathan Summers,1960,1980,1944,1964,1188,3792,444,1720,1940,1888,3992,3992,3992,3992,3484,468,464,468,464,200,1000,3384,400,200,3384,300,0,220,20,0,200,500,500,40,540,440,540,440,420,0,240,100,700,700,120,120,120,120,120,120,0,0,0,0,440,20,0,0,0,100,300,240,240,120,440,40,140,0,0,720,104,20,0,0,0,0,400,840,200,0,340,400,420,420,120,640,140,100,0,900,500,220,0,120,964,40,40,120,2440,3840,3940,2240,560,2940,1416,624,4,4,0,540,0,0,300,0,140,220,40,1020,100,40,0,100,1560,0,1600,0,0,200,540,240,6472,6572,6472,6572,6456,6556,6456,6556,6552,6652,6552,6652,6536,6636,6536,6636,200,100,404,0,200,300,300,100,3784,1420,0,0,600,400,420,100,300,120,0,0,0,0,200,760,1144,100,300,700,600,100,600,460,500,464,2520,2440,600,200,200,20,20,20,20,220,120,700,100,300,820,900,1000,3780,2720,200,0,0,0,0,20,240,780,880,200,200,600,720,600,900,800,1700,920,800,1600,1600,0,0,0,0,600,600,600,600,600,600,220,20,0,0,900,820
146,Brightwind,320,320,320,320,240,320,320,0,220,220,340,340,340,340,120,180,180,180,180,0,20,240,0,0,240,100,0,100,0,0,0,0,0,300,0,0,0,0,0,0,1020,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,100,1600,0,420,300,100,100,0,20,0,0,0,0,0,0,300,220,320,0,200,0,220,220,120,220,220,0,20,0,0,100,0,100,220,500,840,100,2420,2300,2300,2220,2500,2020,100,100,100,100,0,0,0,0,20,0,1240,0,100,0,0,1040,0,120,2100,400,320,400,320,100,220,20,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2504,0,120,120,120,0,120,120,400,120,500,400,20,0,200,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,600,600,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,900,900,0,320,320,320,720,0,0,600,800,500,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
147,Yuriko Oyama,800,800,800,800,520,120,0,420,740,640,320,320,320,320,100,220,220,220,220,0,500,100,400,0,120,420,0,0,200,0,40,0,0,100,120,120,120,120,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,20,20,0,20,0,100,0,1000,420,0,100,900,900,900,100,200,100,0,0,0,0,200,100,100,100,100,0,0,0,0,260,0,0,280,0,0,0,120,120,120,120,20,120,20,200,0,200,0,100,0,0,100,0,20,0,0,500,0,0,100,0,0,0,0,0,0,220,100,120,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,1200,0,0,0,100,0,0,100,700,100,100,20,0,0,100,0,360,1000,900,700,500,0,0,0,100,100,0,0,100,0,0,100,0,0,0,700,200,200,100,100,220,320,0,0,400,200,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Marauders,1340,1340,1324,1324,868,724,264,900,1220,1340,824,824,824,824,604,140,140,140,140,0,20,604,800,0,604,120,0,20,0,0,0,0,0,220,300,200,300,200,20,0,460,0,400,400,20,20,20,20,20,20,0,0,0,0,0,20,0,0,0,0,0,0,280,0,424,220,120,0,0,1200,100,120,0,0,0,0,300,100,0,0,0,0,100,100,100,100,100,0,0,0,200,120,0,20,1324,20,60,320,180,80,80,80,180,80,820,424,124,424,100,100,0,0,0,0,80,200,220,120,200,80,0,20,80,0,0,0,0,0,100,0,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,120,0,1512,924,924,1000,1124,724,504,1220,220,20,804,720,100,100,100,120,0,0,0,0,100,300,220,0,0,0,0,0,0,300,0,200,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,200,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Philippa Sontag,720,720,720,720,328,320,224,400,640,720,320,320,320,320,300,0,0,0,0,0,0,300,400,0,300,20,0,0,0,0,0,0,0,200,0,0,0,0,0,0,340,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,324,200,100,0,0,620,100,100,0,0,0,0,200,100,0,0,0,0,100,100,100,100,100,0,0,0,200,0,0,0,720,20,20,220,124,24,24,24,124,24,400,320,100,320,100,100,0,0,0,0,24,200,200,120,200,24,0,0,24,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,924,908,708,520,908,608,200,620,120,0,524,204,100,100,100,100,0,0,0,0,0,200,200,0,0,0,0,0,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,200,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Kodiak Noatak,720,720,720,720,508,440,204,500,720,720,540,540,540,540,420,100,100,100,100,0,0,420,400,0,420,20,0,0,0,0,0,0,0,100,200,100,200,100,0,0,260,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,224,100,100,0,0,620,100,100,0,0,0,0,320,120,0,0,0,0,120,120,120,120,120,0,0,0,220,0,0,0,720,20,20,220,124,24,24,24,124,24,500,340,100,120,100,100,0,0,20,0,24,220,100,20,200,24,0,0,24,0,0,0,0,0,120,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,120,0,924,708,912,520,908,708,300,620,120,0,424,404,0,0,0,100,0,0,0,0,100,220,220,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,220,220,120,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Alice MacAllister,1200,1200,1200,1200,720,420,120,900,1120,1200,520,520,520,520,300,120,120,120,120,0,0,300,900,0,300,100,0,0,0,0,0,0,0,200,200,100,200,100,20,0,300,0,300,300,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,120,0,200,200,100,0,100,1200,0,100,100,100,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1120,0,0,200,20,20,20,20,20,20,620,100,0,300,0,0,0,0,0,0,20,0,200,20,200,20,0,0,20,0,0,0,0,100,0,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,100,1000,520,520,1200,620,520,300,1100,100,0,700,620,0,0,0,220,100,100,0,0,100,100,0,0,0,0,0,0,0,300,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,John Greycrow,1020,1020,1020,1020,628,520,224,700,940,1020,520,520,520,520,400,100,100,100,100,0,0,400,500,0,400,20,0,0,0,0,0,0,0,200,200,100,200,100,0,0,340,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,424,200,100,0,0,920,100,100,0,0,0,0,300,200,0,0,0,0,200,200,200,200,200,0,0,0,200,0,0,0,1020,20,20,220,124,24,24,24,124,24,700,320,100,320,100,100,0,0,100,0,24,200,200,140,300,24,0,0,24,0,0,0,0,0,200,100,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,120,0,1124,908,908,620,1208,708,300,920,120,0,524,404,200,200,200,100,0,0,0,0,100,200,200,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,200,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Vertigo (Savage Land Mutate),620,620,620,620,408,220,204,400,620,620,320,320,320,320,200,100,100,100,100,0,0,200,400,0,200,20,0,0,0,0,0,0,0,100,100,0,100,0,0,0,240,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,224,100,100,0,0,520,100,100,0,0,0,0,200,100,0,0,0,0,100,100,100,100,100,0,0,0,100,0,0,0,620,20,20,220,124,24,24,24,124,24,400,220,100,120,100,0,0,0,0,0,24,100,100,20,200,24,0,0,24,0,0,0,0,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120,0,724,608,708,520,708,708,200,520,120,0,424,304,0,0,0,100,0,0,0,0,100,100,100,0,0,0,0,0,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,X-Factor,2260,2260,2244,2244,1444,7924,424,1600,2020,2080,8224,8224,8224,8224,7424,740,720,740,720,0,1520,7524,700,300,7524,500,0,120,0,0,200,0,200,220,540,540,540,540,220,0,720,400,600,600,20,20,20,20,20,20,0,0,0,0,0,220,0,0,0,200,100,220,320,100,300,120,320,100,0,720,560,120,0,0,0,0,500,700,200,0,200,100,1000,1000,400,700,500,0,0,200,1600,20,100,120,1224,120,40,200,1420,1520,1520,1520,420,1420,1540,604,4,104,720,300,0,0,300,0,60,1600,220,1700,0,40,0,100,940,0,100,0,0,300,700,400,3784,3784,3784,3784,3704,3704,3704,3704,3864,3864,3864,3864,3784,3784,3784,3784,400,100,504,200,300,300,300,200,8504,1620,0,0,600,300,500,300,300,220,0,0,0,0,1020,2100,3240,200,400,800,600,200,700,500,500,2280,4600,4520,1000,600,500,0,0,20,120,200,100,1200,300,600,1300,100,1400,2800,2500,100,0,0,0,0,0,2300,2400,2800,0,0,0,100,0,0,0,100,0,0,100,100,700,820,920,900,700,700,700,700,700,1000,200,0,0,0,0,0
